Composer,Work Title,Movement,henle,YouTube Link 1,YouTube Link 2,YouTube Link 3,Unnamed: 6,audio_id,audio_path,original_id,split
JOHANN SEBASTIAN BACH,Fugue C sharp major BWV 872,,6,https://www.youtube.com/watch?v=u5eI2EDxExM,,,,u5eI2EDxExM,u5eI2EDxExM.wav,x-403,val
CLAUDE DEBUSSY,Doctor Gradus ad Parnassum,,6,https://www.youtube.com/watch?v=8DsqghqJwlU,https://www.youtube.com/watch?v=VdaYiXepn7Q,https://www.youtube.com/watch?v=iEQWBu5CCks,https://www.youtube.com/watch?v=J2ECNLziz64,8DsqghqJwlU,8DsqghqJwlU.wav,x-46,test
FELIX MENDELSSOHN BARTHOLDY,"Song without Words f sharp minor op. 67,2",,6,https://www.youtube.com/watch?v=O_uPCzXldtA,https://www.youtube.com/watch?v=SvN_uvX_JgU,https://www.youtube.com/watch?v=ievpSwyvxoE,https://www.youtube.com/watch?v=PF-oEvh6qD4,O_uPCzXldtA,O_uPCzXldtA.wav,x-50,train
JOHANN SEBASTIAN BACH,Fugue c sharp minor BWV 849,,6,https://www.youtube.com/watch?v=MpZHO8R26FA,https://www.youtube.com/watch?v=nWUOVkTE_Gc,https://www.youtube.com/watch?v=aLoMsi54-nI,https://www.youtube.com/watch?v=oISk6gN8bDo,MpZHO8R26FA,MpZHO8R26FA.wav,x-52,train
CLAUDE DEBUSSY,The Snow is dancing,,6,https://www.youtube.com/watch?v=fT-fvB2PPRA,https://www.youtube.com/watch?v=Mndn7ogRP6o,https://www.youtube.com/watch?v=NAQVniJtwms,https://www.youtube.com/watch?v=7RAwy6gP61A,fT-fvB2PPRA,fT-fvB2PPRA.wav,x-61,train
DOMENICO SCARLATTI,Piano Sonata a minor K. 532,,6,https://www.youtube.com/watch?v=Kot5puL7RFg,https://www.youtube.com/watch?v=EpuYJkB0PrA,https://www.youtube.com/watch?v=2br0M7mnFM0,https://www.youtube.com/watch?v=dZHg0EIkn9s,Kot5puL7RFg,Kot5puL7RFg.wav,x-62,train
GEORG FRIEDRICH HÄNDEL,Fugue B flat major HVW 607,,6,https://www.youtube.com/watch?v=oVZ6CjXtRD4,https://www.youtube.com/watch?v=j_Ry-xAOaTg,https://www.youtube.com/watch?v=LpqJgKAm8FY,https://www.youtube.com/watch?v=hIqsJ4XHzoc,oVZ6CjXtRD4,oVZ6CjXtRD4.wav,x-64,val
SERGEI RACHMANINOV,"Prélude E flat major op. 23,6",,6,https://www.youtube.com/watch?v=G0EBMHFsEwY,https://www.youtube.com/watch?v=WuFLaUmIqkY,https://www.youtube.com/watch?v=hLS8gxQRS_8,https://www.youtube.com/watch?v=7aUQpa79U1I,G0EBMHFsEwY,G0EBMHFsEwY.wav,x-66,train
JOHANN SEBASTIAN BACH,Fugue C major BWV 846,,6,https://www.youtube.com/watch?v=g1TSYDqmfuY,https://www.youtube.com/watch?v=xCqWH9bKzQE,https://www.youtube.com/watch?v=gVah1cr3pU0,https://www.youtube.com/watch?v=YvHokjQ6enI,g1TSYDqmfuY,g1TSYDqmfuY.wav,x-7,val
FRANZ LISZT,Eglogue,,6,https://www.youtube.com/watch?v=RczHCYuyOH8,https://www.youtube.com/watch?v=yYs340zSPWo,https://www.youtube.com/watch?v=4oiHK9Clm00,https://www.youtube.com/watch?v=OWdcrAxl58c,RczHCYuyOH8,RczHCYuyOH8.wav,x-71,train
FRANZ LISZT,Pastorale,,6,https://www.youtube.com/watch?v=6VNIJfUb6Bc,https://www.youtube.com/watch?v=bqB9qH2ueZY,https://www.youtube.com/watch?v=XpTpPlQtUPc,https://www.youtube.com/watch?v=XKqe75kfQCc,6VNIJfUb6Bc,6VNIJfUb6Bc.wav,x-72,val
LUDWIG VAN BEETHOVEN,"5 Piano Variations on ""Rule Britannia"" WoO 79",,6,https://www.youtube.com/watch?v=eHvfkgvRaTc,https://www.youtube.com/watch?v=yi5LkZtyA94,https://www.youtube.com/watch?v=ocwc9PHwZWY,https://www.youtube.com/watch?v=rfE7cwS6B3w,eHvfkgvRaTc,eHvfkgvRaTc.wav,x-76,train
DOMENICO SCARLATTI,Piano Sonata E major K. 162,,6,https://www.youtube.com/watch?v=kQMxg1gXjlQ,https://www.youtube.com/watch?v=cDh73IlKGEk,https://www.youtube.com/watch?v=esKyFtQSEzU,https://www.youtube.com/watch?v=Pob2URQJWyc,kQMxg1gXjlQ,kQMxg1gXjlQ.wav,x-83,train
ISAAC ALBÉNIZ,Sevilla (Sevillana),,6,https://www.youtube.com/watch?v=Vm7XS5X9_2w,https://www.youtube.com/watch?v=HaZgZJrJmdk,https://www.youtube.com/watch?v=Vm7XS5X9_2w,https://www.youtube.com/watch?v=d1G8EKtJ2RM,Vm7XS5X9_2w,Vm7XS5X9_2w.wav,x-99,test
WOLFGANG AMADEUS MOZART,"12 Piano Variations on ""La belle Françoise"" KV 353 (300f)",,5,https://www.youtube.com/watch?v=Keyc-t4YVzQ,https://www.youtube.com/watch?v=4gRqtMyAsgo,https://www.youtube.com/watch?v=bGIBL_faUZI,https://www.youtube.com/shorts/-nwbpIEUlbg,Keyc-t4YVzQ,Keyc-t4YVzQ.wav,c-182,val
FRÉDÉRIC CHOPIN,"Mazurka B flat major op. 7,1",,5,https://www.youtube.com/watch?v=N3VsMoLQHf8,https://www.youtube.com/watch?v=b1YFubxfXb0,https://www.youtube.com/watch?v=akfoyKqyFVA,https://www.youtube.com/watch?v=2hNB-zSks0Y,N3VsMoLQHf8,N3VsMoLQHf8.wav,c-199,test
FRÉDÉRIC CHOPIN,"Mazurka g minor op. 24,1",,5,https://www.youtube.com/watch?v=cjTwFhtuO6Q,https://www.youtube.com/watch?v=Ix8wS0ydWak,https://www.youtube.com/watch?v=CcXElOyfXu4,https://www.youtube.com/watch?v=rv27ESph-BA,cjTwFhtuO6Q,cjTwFhtuO6Q.wav,c-200,val
FRÉDÉRIC CHOPIN,"Prelude (Raindrop) D flat major op. 28,15",,5,https://www.youtube.com/watch?v=tmXjrkdQatw,https://www.youtube.com/watch?v=GG9Hsc3rJYA,,,tmXjrkdQatw,tmXjrkdQatw.wav,c-201,train
FRÉDÉRIC CHOPIN,"Mazurka g minor op. 67,2",,5,https://www.youtube.com/watch?v=GoixOReHMJQ,https://www.youtube.com/watch?v=3T_qLVcikjQ,https://www.youtube.com/watch?v=7VULzwG3pFQ,https://www.youtube.com/watch?v=ZHK7Aub9fa0,GoixOReHMJQ,GoixOReHMJQ.wav,c-202,test
FRÉDÉRIC CHOPIN,"Nocturne e minor op. post. 72,1",,5,https://www.youtube.com/watch?v=vJpAIOFN5WQ,https://www.youtube.com/watch?v=B27F_eiAghs,https://www.youtube.com/watch?v=3iH1ONnXrdY,https://www.youtube.com/watch?v=djQ9BOCwUzU,vJpAIOFN5WQ,vJpAIOFN5WQ.wav,c-220,val
FRÉDÉRIC CHOPIN,"Waltz a minor op. 34,2",,5,https://www.youtube.com/watch?v=dAkzS1o00es,,,,dAkzS1o00es,dAkzS1o00es.wav,c-221,train
FRÉDÉRIC CHOPIN,"Waltz A flat major op. post. 69,1",,5,https://www.youtube.com/watch?v=bBELcBzBh3E,https://www.youtube.com/watch?v=phqaltlqLtE,https://www.youtube.com/watch?v=hlzF_jLZOL4,https://www.youtube.com/watch?v=_SSkoMLobII,bBELcBzBh3E,bBELcBzBh3E.wav,c-223,val
FRÉDÉRIC CHOPIN,"Polonaise (Militaire) A major op. 40,1",,5,https://www.youtube.com/watch?v=PC9-35ZPKn8,https://www.youtube.com/watch?v=b-jAf4x406Y,https://www.youtube.com/watch?v=fa9TK0nQDZ8,https://www.youtube.com/watch?v=_uBwsmnWLas,PC9-35ZPKn8,PC9-35ZPKn8.wav,c-225,train
WOLFGANG AMADEUS MOZART,"12 Piano Variations on ""Ah, vous dirai-je Maman"" KV 265 (300e)",,5,https://www.youtube.com/watch?v=07NuVQpt7vM,https://www.youtube.com/watch?v=jPY7NRNc3gk,https://www.youtube.com/watch?v=MWEWfdcqOZQ,https://www.youtube.com/watch?v=-XPIdDai2CU,07NuVQpt7vM,07NuVQpt7vM.wav,c-232,test
WOLFGANG AMADEUS MOZART,Piano Sonata C major KV 309 (284b),mvt. 1,5,https://www.youtube.com/watch?v=tO4UTtJ9XkE,https://www.youtube.com/watch?v=VJW2jTK2QIk,https://www.youtube.com/watch?v=Dube3lq9C9I,https://www.youtube.com/watch?v=bkQ8PGFgyHQ,tO4UTtJ9XkE,tO4UTtJ9XkE.wav,c-237,train
WOLFGANG AMADEUS MOZART,Piano Sonata C major KV 309 (284b),mvt. 2,5,https://www.youtube.com/watch?v=0NzSmbQsMEY,https://www.youtube.com/watch?v=VJW2jTK2QIk,https://www.youtube.com/watch?v=YYwsYx1q0O0,https://www.youtube.com/watch?v=tO4UTtJ9XkE,0NzSmbQsMEY,0NzSmbQsMEY.wav,c-237,train
WOLFGANG AMADEUS MOZART,Piano Sonata C major KV 309 (284b),mvt. 3,5,https://www.youtube.com/watch?v=VJW2jTK2QIk,,,,VJW2jTK2QIk,VJW2jTK2QIk.wav,c-237,train
WOLFGANG AMADEUS MOZART,Piano Sonata E flat major KV 282 (189g),mvt. 1,5,https://www.youtube.com/watch?v=DGJ8-K6Ocg0,https://www.youtube.com/watch?v=zEwSMrMuO1I,https://www.youtube.com/watch?v=nUcb7egpejc,https://www.youtube.com/watch?v=ooiAa1etUKg,DGJ8-K6Ocg0,DGJ8-K6Ocg0.wav,c-240,train
WOLFGANG AMADEUS MOZART,Piano Sonata E flat major KV 282 (189g),mvt. 2,5,https://www.youtube.com/watch?v=ooiAa1etUKg,https://www.youtube.com/watch?v=0LbJ_yC8fHU,https://www.youtube.com/watch?v=XEayoTaHlL0,https://www.youtube.com/watch?v=6wq5DuElwls,ooiAa1etUKg,ooiAa1etUKg.wav,c-240,train
WOLFGANG AMADEUS MOZART,Piano Sonata E flat major KV 282 (189g),mvt. 3,5,https://www.youtube.com/watch?v=a4PiNpaVvzo,https://www.youtube.com/watch?v=jFbvX4JbNds,https://www.youtube.com/watch?v=lJhqItCIj24,https://www.youtube.com/watch?v=NCmrxm_1TmQ,a4PiNpaVvzo,a4PiNpaVvzo.wav,c-240,train
WOLFGANG AMADEUS MOZART,Piano Sonata F major KV 280 (189e),mvt. 1,5,https://www.youtube.com/watch?v=RyEAyVGFvIo,https://www.youtube.com/watch?v=AdccjE7OBfk,https://www.youtube.com/watch?v=XEayoTaHlL0,https://www.youtube.com/watch?v=y3VV4KG9EuA,RyEAyVGFvIo,RyEAyVGFvIo.wav,c-241,val
WOLFGANG AMADEUS MOZART,Piano Sonata F major KV 280 (189e),mvt. 2,5,https://www.youtube.com/watch?v=AdccjE7OBfk,https://www.youtube.com/watch?v=swv-3emSlBY,,,AdccjE7OBfk,AdccjE7OBfk.wav,c-241,val
WOLFGANG AMADEUS MOZART,Piano Sonata F major KV 280 (189e),mvt. 3,5,https://www.youtube.com/watch?v=swv-3emSlBY,https://www.youtube.com/watch?v=7EBNzAnNofc,https://www.youtube.com/watch?v=7KsvhR-Yoio,https://www.youtube.com/watch?v=XEayoTaHlL0,swv-3emSlBY,swv-3emSlBY.wav,c-241,val
WOLFGANG AMADEUS MOZART,Piano Sonata G major KV 283 (189h),mvt. 1,5,https://www.youtube.com/watch?v=ymdcSsWKttU,https://www.youtube.com/watch?v=eegDWPtk37c,https://www.youtube.com/watch?v=4leUe-G6H58,https://www.youtube.com/watch?v=XEayoTaHlL0,ymdcSsWKttU,ymdcSsWKttU.wav,c-243,train
WOLFGANG AMADEUS MOZART,Piano Sonata G major KV 283 (189h),mvt. 2,5,https://www.youtube.com/watch?v=-rIelTCJm8M,https://www.youtube.com/watch?v=-JZThBdDSJ0,https://www.youtube.com/watch?v=ymdcSsWKttU,https://www.youtube.com/watch?v=eqb1fDGjbvY,-rIelTCJm8M,-rIelTCJm8M.wav,c-243,train
WOLFGANG AMADEUS MOZART,Piano Sonata G major KV 283 (189h),mvt. 3,5,https://www.youtube.com/watch?v=pz4P9lKA-5A,https://www.youtube.com/watch?v=uWQmzLwyglg,https://www.youtube.com/watch?v=kxoLBVgqhok,https://www.youtube.com/watch?v=XEayoTaHlL0,pz4P9lKA-5A,pz4P9lKA-5A.wav,c-243,train
LUDWIG VAN BEETHOVEN,"9 Piano Variations on ""Quant' è più bello"" from La Molinara by Paisiello A major WoO 69",,5,https://www.youtube.com/watch?v=at-xwGjtijE,https://www.youtube.com/watch?v=UWxETpvgTkM,https://www.youtube.com/watch?v=c9bxOjYdsYI,https://www.youtube.com/watch?v=75Y5AQjh4UA,at-xwGjtijE,at-xwGjtijE.wav,c-248,train
LUDWIG VAN BEETHOVEN,6 Easy Piano variations G major WoO 77,,5,https://www.youtube.com/watch?v=dPBk4zdrNfM,https://www.youtube.com/watch?v=dALmCL4DOHg,https://www.youtube.com/watch?v=ilhygm6G618,https://www.youtube.com/watch?v=BlJKXTk9bFU,dPBk4zdrNfM,dPBk4zdrNfM.wav,c-254,train
LUDWIG VAN BEETHOVEN,"7 Piano Variations on ""God save the King"" WoO 78",,5,https://www.youtube.com/watch?v=1cvlD42qm3Q,https://www.youtube.com/watch?v=jRM8HU-twhU,https://www.youtube.com/watch?v=Mth1O1jS_ek,https://www.youtube.com/watch?v=D3-yphI0-bg,1cvlD42qm3Q,1cvlD42qm3Q.wav,c-256,test
FRÉDÉRIC CHOPIN,"Nocturne g minor op. 15,3",,5,https://www.youtube.com/watch?v=EYWEprqoLAQ,https://www.youtube.com/watch?v=PyDaRFuyelA,https://www.youtube.com/watch?v=j9o8O9mYwFw,https://www.youtube.com/watch?v=mT7ab4ijDoU,EYWEprqoLAQ,EYWEprqoLAQ.wav,c-262,test
FRÉDÉRIC CHOPIN,"Mazurka f sharp minor op. 6,1",,5,https://www.youtube.com/watch?v=mkveDJgf73U,https://www.youtube.com/watch?v=BIpi0k_Fs2E,https://www.youtube.com/watch?v=BjKFK4fBcNU,https://www.youtube.com/watch?v=pJ1FG3UVgcY,mkveDJgf73U,mkveDJgf73U.wav,c-279,train
FRÉDÉRIC CHOPIN,"Mazurka c sharp minor op. 6,2",,5,https://www.youtube.com/watch?v=6jatrSCp9rc,https://www.youtube.com/watch?v=vt_xIKmnk4I,https://www.youtube.com/watch?v=GQV_80Bgz4o,https://www.youtube.com/watch?v=IRaeVYtZA5M,6jatrSCp9rc,6jatrSCp9rc.wav,c-280,train
FRÉDÉRIC CHOPIN,"Mazurka E major op. 6,3",,5,https://www.youtube.com/watch?v=PhAS-FK2fb4,https://www.youtube.com/watch?v=7wQa0FOO-Sc,https://www.youtube.com/watch?v=NvMcrOUaf58,https://www.youtube.com/watch?v=Hn6xG3krzjY,PhAS-FK2fb4,PhAS-FK2fb4.wav,c-281,train
FRÉDÉRIC CHOPIN,"Mazurka e flat minor op. 6,4",,5,https://www.youtube.com/watch?v=mLNMQbjoo6s,https://www.youtube.com/watch?v=KmKnZuIaODA,https://www.youtube.com/watch?v=B5J7IWR_Jzs,https://www.youtube.com/watch?v=anXUggQwpt4,mLNMQbjoo6s,mLNMQbjoo6s.wav,c-282,train
FRÉDÉRIC CHOPIN,"Mazurka a minor op. 7,2",,5,https://www.youtube.com/watch?v=XbDP1Ht8cpI,https://www.youtube.com/watch?v=VBz8D2Hu8RI,https://www.youtube.com/watch?v=7LoXM9GpM8E,https://www.youtube.com/watch?v=YSQKV20GwB0,XbDP1Ht8cpI,XbDP1Ht8cpI.wav,c-283,train
FRÉDÉRIC CHOPIN,"Mazurka f minor op. 7,3",,5,https://www.youtube.com/watch?v=J9ranPrZGPw,https://www.youtube.com/watch?v=KyakLWk8FdE,https://www.youtube.com/watch?v=u6zzrDD_z9E,https://www.youtube.com/watch?v=UwzNsQXE5-w,J9ranPrZGPw,J9ranPrZGPw.wav,c-284,train
FRÉDÉRIC CHOPIN,"Mazurka A flat major op. 7,4",,5,https://www.youtube.com/watch?v=xbMvU9HchKo,https://www.youtube.com/watch?v=H5D46aHhRDM,https://www.youtube.com/watch?v=i5f7axHKq6o,https://www.youtube.com/watch?v=u6zzrDD_z9E,xbMvU9HchKo,xbMvU9HchKo.wav,c-285,val
FRÉDÉRIC CHOPIN,"Mazurka B flat major op. 17,1",,5,https://www.youtube.com/watch?v=o6dnq4QPjIQ,https://www.youtube.com/watch?v=W6RmAtOGkSc,https://www.youtube.com/watch?v=H5D46aHhRDM,https://www.youtube.com/watch?v=UmKlYaygCek,o6dnq4QPjIQ,o6dnq4QPjIQ.wav,c-286,test
FRÉDÉRIC CHOPIN,"Mazurka e minor op. 17,2",,5,https://www.youtube.com/watch?v=4iIAD1Juaz4,https://www.youtube.com/watch?v=xmW8rkqvefQ,https://www.youtube.com/watch?v=PJKbcUS_GXY,https://www.youtube.com/watch?v=RHvZM34JNJ8,4iIAD1Juaz4,4iIAD1Juaz4.wav,c-287,train
FRÉDÉRIC CHOPIN,"Mazurka A flat major op. 17,3",,5,https://www.youtube.com/watch?v=Dgg4ZMX_pKo,https://www.youtube.com/watch?v=Q4JZ_zdVdV8,https://www.youtube.com/watch?v=xW-Vb615l7Q,https://www.youtube.com/watch?v=vmLvpJySb50,Dgg4ZMX_pKo,Dgg4ZMX_pKo.wav,c-288,test
FRÉDÉRIC CHOPIN,"Mazurka op. 17,4",,5,https://www.youtube.com/watch?v=idbaPu1gDPg,https://www.youtube.com/watch?v=vmLvpJySb50,https://www.youtube.com/watch?v=xW-Vb615l7Q,https://www.youtube.com/watch?v=JfNSE_cwVcA,idbaPu1gDPg,idbaPu1gDPg.wav,c-289,train
FRÉDÉRIC CHOPIN,"Mazurka A flat major op. 24,3",,5,https://www.youtube.com/watch?v=8EZN33ycDSE,https://www.youtube.com/watch?v=6Ew_JDQ7BG8,https://www.youtube.com/watch?v=f00PYj-bveg,https://www.youtube.com/watch?v=XOZkn60-t00,8EZN33ycDSE,8EZN33ycDSE.wav,c-291,test
FRÉDÉRIC CHOPIN,"Mazurka c minor op. 30,1",,5,https://www.youtube.com/watch?v=gosHL3wDY4I,https://www.youtube.com/watch?v=XtvERtb4tNo,https://www.youtube.com/watch?v=JPCGvYWJkFg,https://www.youtube.com/watch?v=61T_DRYqFfs,gosHL3wDY4I,gosHL3wDY4I.wav,c-292,train
FRÉDÉRIC CHOPIN,"Mazurka op. 30,2",,5,https://www.youtube.com/watch?v=PjYV7lJezvc,https://www.youtube.com/watch?v=Xotp6Q-yiyU,https://www.youtube.com/watch?v=QK8RInKn7kE,https://www.youtube.com/watch?v=eAXRJOzmfAE,PjYV7lJezvc,PjYV7lJezvc.wav,c-293,val
FRÉDÉRIC CHOPIN,"Mazurka g sharp minor op. 33,1",,5,https://www.youtube.com/watch?v=BaQaKL1aCqE,https://www.youtube.com/watch?v=zqAIXTy9BME,https://www.youtube.com/watch?v=hsGkeWsgYVg,https://www.youtube.com/watch?v=fW6n6T1wZaU,BaQaKL1aCqE,BaQaKL1aCqE.wav,c-296,val
FRÉDÉRIC CHOPIN,"Mazurka op. 33,2",,5,https://www.youtube.com/watch?v=wV6TcnzN0ks,https://www.youtube.com/watch?v=SvcSjzXcvqw,https://www.youtube.com/watch?v=w0QJe8BTDQA,https://www.youtube.com/watch?v=H4-kGieJJP4,wV6TcnzN0ks,wV6TcnzN0ks.wav,c-297,train
FRÉDÉRIC CHOPIN,"Mazurka e minor op. 41,1",,5,https://www.youtube.com/watch?v=d8KfKYhvV_c,https://www.youtube.com/watch?v=L3AiP114AhA,https://www.youtube.com/watch?v=9JtC50OXJqY,https://www.youtube.com/watch?v=bIZ5JeQeUvo,d8KfKYhvV_c,d8KfKYhvV_c.wav,c-300,test
FRÉDÉRIC CHOPIN,"Mazurka f minor op. 63,2",,5,https://www.youtube.com/watch?v=AcUYS03fnNQ,https://www.youtube.com/watch?v=Q5qGZxk2ZQE,https://www.youtube.com/watch?v=Z581g0rAQto,https://www.youtube.com/watch?v=5gwEntV95Lw,AcUYS03fnNQ,AcUYS03fnNQ.wav,c-311,train
FRÉDÉRIC CHOPIN,"Mazurka a minor op. 67,4",,5,https://www.youtube.com/watch?v=AcxZRI6aews,https://www.youtube.com/watch?v=YAnpUQ9OPy8,https://www.youtube.com/watch?v=_5nkx1lVI0s,https://www.youtube.com/watch?v=FesvuYEgRf4,AcxZRI6aews,AcxZRI6aews.wav,c-314,train
FRÉDÉRIC CHOPIN,"Nocturne B major op. 32,1",,5,https://www.youtube.com/watch?v=U92QEmtR63E,https://www.youtube.com/watch?v=wqSUwG3euEY,https://www.youtube.com/watch?v=blga9Bmz97A,https://www.youtube.com/watch?v=t3GlB_HbO6A,U92QEmtR63E,U92QEmtR63E.wav,c-320,train
FRÉDÉRIC CHOPIN,"Nocturne g minor op. 37,1",,5,https://www.youtube.com/watch?v=EvFmw0D-DpA,,,,EvFmw0D-DpA,EvFmw0D-DpA.wav,c-322,train
FRÉDÉRIC CHOPIN,"Prelude a minor op. 28,2",,5,https://www.youtube.com/watch?v=T_2FM2qGZZY,https://www.youtube.com/watch?v=l8C7hYSQd_c,https://www.youtube.com/watch?v=-8afGT5lYik,https://www.youtube.com/watch?v=CU9RgI9j7Do,T_2FM2qGZZY,T_2FM2qGZZY.wav,c-337,train
FRÉDÉRIC CHOPIN,"Waltz f minor op. post. 70,2",,5,https://www.youtube.com/watch?v=RvMXSL0zYgM,https://www.youtube.com/watch?v=8xGESptitIM,https://www.youtube.com/watch?v=euLyQCJmCfs,https://www.youtube.com/watch?v=5GirMuqe8Bw,RvMXSL0zYgM,RvMXSL0zYgM.wav,c-361,val
JOHANN SEBASTIAN BACH,Sinfonia 5 E flat major BWV 791,,5,https://www.youtube.com/watch?v=4RT0WYeCC-E,https://www.youtube.com/watch?v=uI4eq3T3UG8,https://www.youtube.com/watch?v=aP9Frwfjp9s,https://www.youtube.com/watch?v=CZbYlzKsckk,4RT0WYeCC-E,4RT0WYeCC-E.wav,m-10,val
JOHANN SEBASTIAN BACH,Prelude F major BWV 856,,5,https://www.youtube.com/watch?v=EuWucDH4EJU,,,https://www.youtube.com/watch?v=EuWucDH4EJU,EuWucDH4EJU,EuWucDH4EJU.wav,m-27,train
JOHANN SEBASTIAN BACH,Prelude g minor BWV 861,,5,https://www.youtube.com/watch?v=YCfePPtmliU,,,https://www.youtube.com/watch?v=WH9rTP_PxUE,YCfePPtmliU,YCfePPtmliU.wav,m-28,train
JOHANN SEBASTIAN BACH,Prelude b minor BWV 869,,5,https://www.youtube.com/watch?v=Kpb5Et0Mx5g,https://www.youtube.com/watch?v=Kpb5Et0Mx5g,https://www.youtube.com/watch?v=JNrZa7Q0WBs,,Kpb5Et0Mx5g,Kpb5Et0Mx5g.wav,m-29,test
JOHANN SEBASTIAN BACH,Prelude C major BWV 870,,5,https://www.youtube.com/watch?v=4NycTARLQvU,,,https://www.youtube.com/watch?v=4NycTARLQvU,4NycTARLQvU,4NycTARLQvU.wav,m-30,train
ROBERT SCHUMANN,"Mai, lieber Mai, - Bald bist du wieder da! op. 68,13",,5,https://www.youtube.com/watch?v=aBh_zHBq5mY,https://www.youtube.com/watch?v=uxy8B17vdE4,https://www.youtube.com/watch?v=0UHRDLeQeFw,https://www.youtube.com/watch?v=JB8cLDi5MJk,aBh_zHBq5mY,aBh_zHBq5mY.wav,m-66,val
JOHANNES BRAHMS,"Exercise 16a WoO 6,16a",,5,https://www.youtube.com/watch?v=oIq84Ebdf90,https://www.youtube.com/watch?v=_qLb5cw5H3w,https://www.youtube.com/watch?v=W8aH7-fTGzc,https://www.youtube.com/watch?v=bS0CvRJHKak,oIq84Ebdf90,oIq84Ebdf90.wav,x-103,test
JOHANN SEBASTIAN BACH,Sinfonia 5 (ornamented) E flat major BWV 791a,,5,https://www.youtube.com/watch?v=aP9Frwfjp9s,,https://www.youtube.com/watch?v=aP9Frwfjp9s,https://www.youtube.com/watch?v=OX-96ZSFt9k,aP9Frwfjp9s,aP9Frwfjp9s.wav,x-105,train
FRÉDÉRIC CHOPIN,"Appendix: Waltz E flat major KK IVa,14",,5,https://www.youtube.com/watch?v=wDyGKVIPtq0,https://www.youtube.com/watch?v=9qiQnoTUefc,https://www.youtube.com/watch?v=eX2yo9B3k_Y,https://www.youtube.com/watch?v=pysc_5F2sUw,wDyGKVIPtq0,wDyGKVIPtq0.wav,x-11,val
ISAAC ALBÉNIZ,Cádiz (Saeta),,5,https://www.youtube.com/watch?v=EEi-C78M5xk,https://www.youtube.com/watch?v=2L0sdZ3TbJ8,https://www.youtube.com/watch?v=EEi-C78M5xk,https://www.youtube.com/watch?v=Pn8naDPjIu0,EEi-C78M5xk,EEi-C78M5xk.wav,x-110,val
JOHANN SEBASTIAN BACH,Fugue f minor BWV 881,,5,https://www.youtube.com/watch?v=-rmw8gP6YDU,,https://www.youtube.com/watch?v=-rmw8gP6YDU,https://www.youtube.com/watch?v=0MEamauvYkM,-rmw8gP6YDU,-rmw8gP6YDU.wav,x-12,test
CLAUDE DEBUSSY,Rêverie,,5,https://www.youtube.com/watch?v=QRjllL-MP0U,https://www.youtube.com/watch?v=wWl8hUN6J2Y,https://www.youtube.com/watch?v=T3AuplcGNyo,https://www.youtube.com/watch?v=Vjktq0_jQc8,QRjllL-MP0U,QRjllL-MP0U.wav,x-125,train
CLAUDE DEBUSSY,La Fille aux cheveux de lin,,5,https://www.youtube.com/watch?v=jGSZPRk6aXA,https://www.youtube.com/watch?v=KYLjHziapRs,https://www.youtube.com/watch?v=TEdSdtztfLQ,https://www.youtube.com/watch?v=bW2sz3qcV1A,jGSZPRk6aXA,jGSZPRk6aXA.wav,x-140,test
DOMENICO SCARLATTI,Piano Sonata f minor K. 239,,5,https://www.youtube.com/watch?v=gQ9QO83rCCg,https://www.youtube.com/watch?v=iQG0ZGVUM-I,https://www.youtube.com/watch?v=E3K9pEPuBxw,https://www.youtube.com/watch?v=X0N4Y6krwjU,gQ9QO83rCCg,gQ9QO83rCCg.wav,x-146,train
FRANZ SCHUBERT,"Impromptu A flat major op. post. 142,2 D 935",,5,https://www.youtube.com/watch?v=38-S2bRo5rM,,,,38-S2bRo5rM,38-S2bRo5rM.wav,x-160,train
ROBERT SCHUMANN,"Fast zu ernst op. 15,10",,5,https://www.youtube.com/watch?v=dfEgwf_HCq4,https://www.youtube.com/watch?v=IlpTk2HELuU,https://www.youtube.com/watch?v=y262b6SNft8,https://www.youtube.com/watch?v=-rQFoMnosAE,dfEgwf_HCq4,dfEgwf_HCq4.wav,x-161,train
ROBERT SCHUMANN,"Kind im Einschlummern op. 15,12",,5,https://www.youtube.com/watch?v=Bs1s49Pf014,https://www.youtube.com/watch?v=yg48wS_dh-U,https://www.youtube.com/watch?v=1zlpUWyWn-w,https://www.youtube.com/watch?v=jdSa6oHSzj0,Bs1s49Pf014,Bs1s49Pf014.wav,x-162,train
DOMENICO SCARLATTI,Piano Sonata E major K. 531,,5,https://www.youtube.com/watch?v=JLNiugXWElg,https://www.youtube.com/watch?v=sZrVLLAf330,https://www.youtube.com/watch?v=wkqRVq7DIuQ,https://www.youtube.com/watch?v=8RLPnu1smDc,JLNiugXWElg,JLNiugXWElg.wav,x-17,train
JOHANNES BRAHMS,"Intermezzo E flat major op. 117,1",,5,https://www.youtube.com/watch?v=b9Ibc2DCAEo,https://www.youtube.com/shorts/FOt6-I0A5Ps,https://www.youtube.com/watch?v=rKnNHtfcew0,https://www.youtube.com/watch?v=4JGvUcswXCE,b9Ibc2DCAEo,b9Ibc2DCAEo.wav,x-171,test
JOHANN SEBASTIAN BACH,Sinfonia 4 d minor BWV 790,,5,https://www.youtube.com/watch?v=sfwqbWt13kQ,https://www.youtube.com/watch?v=iN4ydpi0Q3I,https://www.youtube.com/watch?v=yB53rd_nFBQ,https://www.youtube.com/watch?v=Um6n-TJLCLA,sfwqbWt13kQ,sfwqbWt13kQ.wav,x-172,train
